id,time,y,ytype,amount,V,Cl
73,10,3.8877,1,.,11.351,0.93805
73,15,2.9337,1,.,11.351,0.93805
73,17.191,1,2,.,11.351,0.93805
73,20,1.504,1,.,11.351,0.93805
73,25,0.95204,1,.,11.351,0.93805
74,0,.,.,100,9.2584,0.81124
74,0,12.065,1,.,9.2584,0.81124
74,0,0,2,.,9.2584,0.81124
74,5,6.4277,1,.,9.2584,0.81124
74,10,4.8559,1,.,9.2584,0.81124
74,11.493,1,2,.,9.2584,0.81124
74,15,2.7818,1,.,9.2584,0.81124
74,20,1.9414,1,.,9.2584,0.81124
74,25,1.436,1,.,9.2584,0.81124
75,0,.,.,100,8.0266,0.95773
75,0,11.514,1,.,8.0266,0.95773
75,0,0,2,.,8.0266,0.95773
75,5,6.8754,1,.,8.0266,0.95773
75,10,3.95,1,.,8.0266,0.95773
75,11.061,1,2,.,8.0266,0.95773
75,15,1.8715,1,.,8.0266,0.95773
75,20,1.2703,1,.,8.0266,0.95773
75,25,0.63872,1,.,8.0266,0.95773
76,0,.,.,100,11.411,0.81449
76,0,9.9268,1,.,11.411,0.81449
76,0,0,2,.,11.411,0.81449
76,4.5377,1,2,.,11.411,0.81449
76,5,6.2544,1,.,11.411,0.81449
76,10,4.4901,1,.,11.411,0.81449
76,15,3.2224,1,.,11.411,0.81449
76,20,2.2342,1,.,11.411,0.81449
76,25,1.544,1,.,11.411,0.81449
77,0,.,.,100,9.2328,1.0124
77,0,8.63,1,.,9.2328,1.0124
77,0,0,2,.,9.2328,1.0124
77,5,6.5661,1,.,9.2328,1.0124
77,10,3.2047,1,.,9.2328,1.0124
77,15,2.0046,1,.,9.2328,1.0124
77,20,1.1346,1,.,9.2328,1.0124
77,25,0.79215,1,.,9.2328,1.0124
77,27.139,1,2,.,9.2328,1.0124
78,0,.,.,100,13.227,0.79675
78,0,8.1961,1,.,13.227,0.79675
78,0,0,2,.,13.227,0.79675
78,0.41281,1,2,.,13.227,0.79675
78,5,5.5794,1,.,13.227,0.79675
78,10,3.6545,1,.,13.227,0.79675
78,15,3.0142,1,.,13.227,0.79675
78,20,2.6206,1,.,13.227,0.79675
78,25,1.4157,1,.,13.227,0.79675
79,0,.,.,100,8.9228,1.5853
79,0,10.414,1,.,8.9228,1.5853
79,0,0,2,.,8.9228,1.5853
79,5,3.5655,1,.,8.9228,1.5853
79,10,1.7831,1,.,8.9228,1.5853
79,15,0.75603,1,.,8.9228,1.5853
79,20,0.32173,1,.,8.9228,1.5853
79,25,0.13341,1,.,8.9228,1.5853
79,30,0,2,.,8.9228,1.5853
80,0,.,.,100,10.409,0.81037
80,0,9.2688,1,.,10.409,0.81037
80,0,0,2,.,10.409,0.81037
80,5,7.1614,1,.,10.409,0.81037
80,10,4.3703,1,.,10.409,0.81037
80,15,3.1152,1,.,10.409,0.81037
80,20,1.8812,1,.,10.409,0.81037
80,25,1.2021,1,.,10.409,0.81037
80,30,0,2,.,10.409,0.81037
81,0,.,.,100,14.451,1.128
81,0,7.523,1,.,14.451,1.128
81,0,0,2,.,14.451,1.128
81,5,4.6857,1,.,14.451,1.128
81,10,3.3371,1,.,14.451,1.128
81,12.054,1,2,.,14.451,1.128
81,15,1.6694,1,.,14.451,1.128
81,20,1.4568,1,.,14.451,1.128
81,25,1.1196,1,.,14.451,1.128
82,0,.,.,100,8.3483,0.83953
82,0,12.33,1,.,8.3483,0.83953
82,0,0,2,.,8.3483,0.83953
82,5,7.5785,1,.,8.3483,0.83953
82,10,4.6714,1,.,8.3483,0.83953
82,15,2.9629,1,.,8.3483,0.83953
82,20,1.6506,1,.,8.3483,0.83953
82,25,0.93509,1,.,8.3483,0.83953
82,30,0,2,.,8.3483,0.83953
83,0,.,.,100,10.042,0.78213
83,0,8.9296,1,.,10.042,0.78213
83,0,0,2,.,10.042,0.78213
83,5,8.263,1,.,10.042,0.78213
83,10,5.7181,1,.,10.042,0.78213
83,15,3.4797,1,.,10.042,0.78213
83,20,2.1369,1,.,10.042,0.78213
83,25,1.3966,1,.,10.042,0.78213
83,30,0,2,.,10.042,0.78213
84,0,.,.,100,6.3667,0.83532
84,0,16.316,1,.,6.3667,0.83532
84,0,0,2,.,6.3667,0.83532
84,2.0719,1,2,.,6.3667,0.83532
84,5,8.0248,1,.,6.3667,0.83532
84,10,4.0922,1,.,6.3667,0.83532
84,15,1.8506,1,.,6.3667,0.83532
84,20,0.99554,1,.,6.3667,0.83532
84,25,0.71539,1,.,6.3667,0.83532
85,0,.,.,100,12.543,1.0196
85,0,7.2455,1,.,12.543,1.0196
85,0,0,2,.,12.543,1.0196
85,5,5.019,1,.,12.543,1.0196
85,10,3.4469,1,.,12.543,1.0196
85,15,2.2669,1,.,12.543,1.0196
85,20,1.3021,1,.,12.543,1.0196
85,25,1.0002,1,.,12.543,1.0196
85,30,0,2,.,12.543,1.0196
86,0,.,.,100,7.9613,1.2838
86,0,11.866,1,.,7.9613,1.2838
86,0,0,2,.,7.9613,1.2838
86,3.9626,1,2,.,7.9613,1.2838
86,5,5.312,1,.,7.9613,1.2838
86,10,2.5098,1,.,7.9613,1.2838
86,15,1.2769,1,.,7.9613,1.2838
86,20,0.53313,1,.,7.9613,1.2838
86,25,0.23517,1,.,7.9613,1.2838
87,0,.,.,100,9.2046,1.0719
87,0,10.055,1,.,9.2046,1.0719
87,0,0,2,.,9.2046,1.0719
87,5,5.578,1,.,9.2046,1.0719
87,10,2.8167,1,.,9.2046,1.0719
87,15,2.0778,1,.,9.2046,1.0719
87,20,1.1434,1,.,9.2046,1.0719
87,25,0.65534,1,.,9.2046,1.0719
87,30,0,2,.,9.2046,1.0719
88,0,.,.,100,9.9214,0.8187
88,0,9.5962,1,.,9.9214,0.8187
88,0,0,2,.,9.9214,0.8187
88,5,6.5114,1,.,9.9214,0.8187
88,10,3.9386,1,.,9.9214,0.8187
88,15,2.8392,1,.,9.9214,0.8187
88,15.378,1,2,.,9.9214,0.8187
88,20,1.9776,1,.,9.9214,0.8187
88,25,1.438,1,.,9.9214,0.8187
89,0,.,.,100,13.036,0.7911
89,0,6.9793,1,.,13.036,0.7911
89,0,0,2,.,13.036,0.7911
89,5,4.7619,1,.,13.036,0.7911
89,10,3.3062,1,.,13.036,0.7911
89,15,2.499,1,.,13.036,0.7911
89,15.512,1,2,.,13.036,0.7911
89,20,2.3761,1,.,13.036,0.7911
89,25,1.8543,1,.,13.036,0.7911
90,0,.,.,100,9.0656,0.79201
90,0,9.8496,1,.,9.0656,0.79201
90,0,0,2,.,9.0656,0.79201
90,5,6.7099,1,.,9.0656,0.79201
90,10,5.4358,1,.,9.0656,0.79201
90,15,3.0359,1,.,9.0656,0.79201
90,20,2.0136,1,.,9.0656,0.79201
90,25,1.2407,1,.,9.0656,0.79201
90,30,0,2,.,9.0656,0.79201
91,0,.,.,100,8.8566,0.87671
91,0,10.849,1,.,8.8566,0.87671
91,0,0,2,.,8.8566,0.87671
91,5,7.5006,1,.,8.8566,0.87671
91,10,3.9852,1,.,8.8566,0.87671
91,15,2.352,1,.,8.8566,0.87671
91,20,1.9381,1,.,8.8566,0.87671
91,20.361,1,2,.,8.8566,0.87671
91,25,0.89412,1,.,8.8566,0.87671
92,0,.,.,100,9.0817,0.84403
92,0,10.653,1,.,9.0817,0.84403
92,0,0,2,.,9.0817,0.84403
92,1.0995,1,2,.,9.0817,0.84403
92,5,6.1609,1,.,9.0817,0.84403
92,10,3.5627,1,.,9.0817,0.84403
92,15,2.8318,1,.,9.0817,0.84403
92,20,1.725,1,.,9.0817,0.84403
92,25,1.1465,1,.,9.0817,0.84403
93,0,.,.,100,7.4421,1.3337
93,0,12.23,1,.,7.4421,1.3337
93,0,0,2,.,7.4421,1.3337
93,5,4.3925,1,.,7.4421,1.3337
93,10,2.1977,1,.,7.4421,1.3337
93,15,0.8052,1,.,7.4421,1.3337
93,15.818,1,2,.,7.4421,1.3337
93,20,0.33914,1,.,7.4421,1.3337
93,25,0.12422,1,.,7.4421,1.3337
94,0,.,.,100,9.2854,0.78606
94,0,11.765,1,.,9.2854,0.78606
94,0,0,2,.,9.2854,0.78606
94,0.52694,1,2,.,9.2854,0.78606
94,5,6.4806,1,.,9.2854,0.78606
94,10,4.8323,1,.,9.2854,0.78606
94,15,3.1319,1,.,9.2854,0.78606
94,20,2.259,1,.,9.2854,0.78606
94,25,1.1678,1,.,9.2854,0.78606
95,0,.,.,100,8.2428,1.0776
95,0,11.831,1,.,8.2428,1.0776
95,0,0,2,.,8.2428,1.0776
95,5,5.7524,1,.,8.2428,1.0776
95,10,3.0653,1,.,8.2428,1.0776
95,15,1.8511,1,.,8.2428,1.0776
95,20,1.1079,1,.,8.2428,1.0776
95,25,0.45329,1,.,8.2428,1.0776
95,30,0,2,.,8.2428,1.0776
96,0,.,.,100,11.37,1.1721
96,0,9.8997,1,.,11.37,1.1721
96,0,0,2,.,11.37,1.1721
96,5,5.1333,1,.,11.37,1.1721
96,5.9703,1,2,.,11.37,1.1721
96,10,3.3403,1,.,11.37,1.1721
96,15,1.8413,1,.,11.37,1.1721
96,20,1.0697,1,.,11.37,1.1721
96,25,0.71031,1,.,11.37,1.1721
97,0,.,.,100,8.9733,1.0214
97,0,12.399,1,.,8.9733,1.0214
97,0,0,2,.,8.9733,1.0214
97,5,6.6907,1,.,8.9733,1.0214
97,10,4.3053,1,.,8.9733,1.0214
97,15,1.9303,1,.,8.9733,1.0214
97,20,1.102,1,.,8.9733,1.0214
97,25,0.57678,1,.,8.9733,1.0214
97,30,0,2,.,8.9733,1.0214
98,0,.,.,100,9.335,0.67917
98,0,10.641,1,.,9.335,0.67917
98,0,0,2,.,9.335,0.67917
98,5,6.6468,1,.,9.335,0.67917
98,10,6.3672,1,.,9.335,0.67917
98,15,3.0184,1,.,9.335,0.67917
98,20,2.3622,1,.,9.335,0.67917
98,25,1.5961,1,.,9.335,0.67917
98,30,0,2,.,9.335,0.67917
99,0,.,.,100,11.363,1.3832
99,0,8.8634,1,.,11.363,1.3832
99,0,0,2,.,11.363,1.3832
99,5,4.0443,1,.,11.363,1.3832
99,10,2.5956,1,.,11.363,1.3832
99,15,1.6936,1,.,11.363,1.3832
99,20,0.80061,1,.,11.363,1.3832
99,22.13,1,2,.,11.363,1.3832
99,25,0.37754,1,.,11.363,1.3832
100,0,.,.,100,11.676,0.71762
100,0,9.143,1,.,11.676,0.71762
100,0,0,2,.,11.676,0.71762
100,5,5.6151,1,.,11.676,0.71762
100,10,3.8278,1,.,11.676,0.71762
100,10.705,1,2,.,11.676,0.71762
100,15,3.7849,1,.,11.676,0.71762
100,20,2.5944,1,.,11.676,0.71762
100,25,1.7931,1,.,11.676,0.71762
